teama_maps,teama_kddiff,teama_kdr,teama_rtg,teama_ct_rw,teama_ct_opk,teama_ct_multik,teama_ct_5v4,teama_ct_4v5,teama_ct_trd,teama_ct_adr,teama_ct_fa,teama_t_rw,teama_t_opk,teama_t_multik,teama_t_5v4,teama_t_4v5,teama_t_trd,teama_t_adr,teama_t_fa,teama_ct_pistol_rw,teama_ct_pistol_r2conv,teama_ct_pistol_r2brk,teama_t_pistol_rw,teama_t_pistol_r2conv,teama_t_pistol_r2brk,teamb_maps,teamb_kddiff,teamb_kdr,teamb_rtg,teamb_ct_rw,teamb_ct_opk,teamb_ct_multik,teamb_ct_5v4,teamb_ct_4v5,teamb_ct_trd,teamb_ct_adr,teamb_ct_fa,teamb_t_rw,teamb_t_opk,teamb_t_multik,teamb_t_5v4,teamb_t_4v5,teamb_t_trd,teamb_t_adr,teamb_t_fa,teamb_ct_pistol_rw,teamb_ct_pistol_r2conv,teamb_ct_pistol_r2brk,teamb_t_pistol_rw,teamb_t_pistol_r2conv,teamb_t_pistol_r2brk,match_winner
71.0,-37.0,0.99,1.01,0.578,0.603,0.91,0.745,0.326,0.19899999999999998,33.1,0.22,0.42100000000000004,0.382,0.64,0.703,0.245,0.203,12.4,0.26,0.522,0.889,0.152,0.42,0.69,0.25,78.0,116.0,1.02,1.04,0.593,0.5920000000000001,0.94,0.7709999999999999,0.336,0.188,27.5,0.23,0.446,0.389,0.64,0.738,0.259,0.18899999999999997,12.8,0.26,0.603,0.872,0.452,0.551,0.857,0.2,1.0
85.0,957.0,1.14,1.12,0.604,0.627,0.96,0.7909999999999999,0.292,0.209,29.1,0.21,0.51,0.45799999999999996,0.7,0.7390000000000001,0.316,0.20199999999999999,12.8,0.25,0.635,0.852,0.387,0.5760000000000001,0.8370000000000001,0.16699999999999998,72.0,453.0,1.07,1.07,0.5660000000000001,0.606,0.91,0.7340000000000001,0.31,0.19399999999999998,31.9,0.21,0.49700000000000005,0.45399999999999996,0.73,0.7490000000000001,0.28800000000000003,0.196,13.7,0.26,0.583,0.738,0.33299999999999996,0.486,0.765,0.324,1.0
82.0,747.0,1.11,1.11,0.61,0.626,0.98,0.773,0.337,0.205,39.1,0.24,0.475,0.43799999999999994,0.7,0.72,0.285,0.18899999999999997,18.1,0.2,0.506,0.825,0.275,0.457,0.703,0.068,76.0,49.0,1.01,1.04,0.593,0.59,0.93,0.774,0.33299999999999996,0.18899999999999997,27.7,0.23,0.44,0.387,0.64,0.732,0.254,0.187,12.8,0.25,0.5920000000000001,0.867,0.452,0.539,0.85,0.2,1.0
71.0,532.0,1.09,1.09,0.54,0.594,0.88,0.72,0.28,0.17800000000000002,31.5,0.23,0.516,0.47100000000000003,0.71,0.728,0.32799999999999996,0.191,17.1,0.29,0.47100000000000003,0.758,0.10800000000000001,0.514,0.778,0.147,72.0,396.0,1.06,1.07,0.563,0.603,0.9,0.738,0.3,0.19399999999999998,31.4,0.22,0.491,0.446,0.73,0.748,0.284,0.19399999999999998,13.5,0.25,0.597,0.7440000000000001,0.379,0.47200000000000003,0.758,0.316,1.0
83.0,969.0,1.15,1.13,0.607,0.631,0.96,0.7909999999999999,0.294,0.21,28.9,0.21,0.513,0.461,0.7,0.741,0.317,0.203,12.7,0.25,0.639,0.8490000000000001,0.4,0.5660000000000001,0.83,0.16699999999999998,74.0,7.0,1.0,1.03,0.59,0.586,0.93,0.772,0.33399999999999996,0.18899999999999997,27.0,0.23,0.436,0.384,0.64,0.7290000000000001,0.251,0.188,12.8,0.25,0.595,0.8640000000000001,0.433,0.527,0.8420000000000001,0.2,0.0
92.0,-416.0,0.95,1.01,0.517,0.5660000000000001,0.85,0.703,0.27399999999999997,0.17300000000000001,33.6,0.2,0.442,0.41600000000000004,0.65,0.7,0.26,0.192,15.9,0.28,0.467,0.767,0.102,0.435,0.8,0.115,78.0,320.0,1.05,1.06,0.5539999999999999,0.598,0.9,0.737,0.284,0.19399999999999998,31.4,0.22,0.478,0.44,0.72,0.736,0.27399999999999997,0.19399999999999998,13.3,0.25,0.564,0.705,0.382,0.474,0.75,0.268,1.0
80.0,792.0,1.12,1.11,0.614,0.629,0.99,0.7759999999999999,0.342,0.207,39.3,0.24,0.479,0.442,0.7,0.72,0.289,0.19,18.3,0.2,0.519,0.825,0.289,0.456,0.722,0.07,107.0,-255.0,0.97,1.01,0.565,0.5870000000000001,0.9,0.7509999999999999,0.301,0.188,32.3,0.18,0.43200000000000005,0.386,0.67,0.715,0.251,0.192,14.6,0.27,0.495,0.792,0.26899999999999996,0.45799999999999996,0.7959999999999999,0.207,0.0
71.0,93.0,1.01,1.03,0.589,0.611,0.92,0.753,0.33399999999999996,0.203,33.8,0.22,0.426,0.389,0.65,0.7120000000000001,0.244,0.205,12.5,0.26,0.551,0.895,0.161,0.42,0.69,0.275,76.0,510.0,1.08,1.08,0.532,0.593,0.86,0.7140000000000001,0.271,0.174,31.2,0.21,0.521,0.465,0.71,0.735,0.336,0.191,17.2,0.29,0.45299999999999996,0.794,0.098,0.52,0.769,0.16699999999999998,0.0
78.0,320.0,1.05,1.06,0.5539999999999999,0.598,0.9,0.737,0.284,0.19399999999999998,31.4,0.22,0.478,0.44,0.72,0.736,0.27399999999999997,0.19399999999999998,13.3,0.25,0.564,0.705,0.382,0.474,0.75,0.268,53.0,112.0,1.03,1.05,0.5489999999999999,0.583,0.88,0.748,0.273,0.183,27.1,0.16,0.455,0.435,0.71,0.7240000000000001,0.249,0.183,16.2,0.21,0.509,0.815,0.154,0.45299999999999996,0.762,0.3,0.0
92.0,-416.0,0.95,1.01,0.517,0.5660000000000001,0.85,0.703,0.27399999999999997,0.17300000000000001,33.6,0.2,0.442,0.41600000000000004,0.65,0.7,0.26,0.192,15.9,0.28,0.467,0.767,0.102,0.435,0.8,0.115,77.0,103.0,1.02,1.04,0.534,0.586,0.87,0.723,0.267,0.16699999999999998,31.9,0.19,0.488,0.41200000000000003,0.73,0.747,0.306,0.21600000000000003,17.4,0.32,0.46799999999999997,0.722,0.293,0.494,0.789,0.256,0.0
59.0,45.0,1.01,1.04,0.5379999999999999,0.573,0.91,0.7090000000000001,0.308,0.18600000000000003,29.7,0.22,0.44799999999999995,0.42200000000000004,0.68,0.711,0.257,0.185,11.8,0.24,0.561,0.812,0.16,0.561,0.7809999999999999,0.28,105.0,-222.0,0.98,1.01,0.5660000000000001,0.584,0.9,0.754,0.302,0.18899999999999997,32.2,0.18,0.434,0.38799999999999996,0.67,0.7170000000000001,0.253,0.193,14.6,0.27,0.495,0.7879999999999999,0.275,0.457,0.792,0.21100000000000002,1.0
93.0,183.0,1.02,1.05,0.569,0.586,0.92,0.75,0.312,0.193,29.4,0.18,0.496,0.434,0.69,0.743,0.306,0.21,12.0,0.24,0.5379999999999999,0.82,0.27899999999999997,0.5379999999999999,0.74,0.302,78.0,759.0,1.12,1.11,0.612,0.627,0.98,0.774,0.34,0.207,39.4,0.24,0.479,0.446,0.7,0.7190000000000001,0.28600000000000003,0.19,18.4,0.2,0.519,0.821,0.297,0.455,0.7140000000000001,0.071,1.0
71.0,22.0,1.0,1.04,0.593,0.584,0.94,0.777,0.337,0.19399999999999998,27.6,0.23,0.436,0.38,0.64,0.727,0.256,0.188,12.8,0.24,0.5920000000000001,0.857,0.414,0.521,0.833,0.20600000000000002,74.0,90.0,1.01,1.04,0.534,0.581,0.86,0.726,0.268,0.16699999999999998,32.0,0.19,0.488,0.413,0.73,0.746,0.307,0.21600000000000003,17.1,0.32,0.486,0.722,0.289,0.486,0.778,0.263,0.0
50.0,125.0,1.03,1.05,0.557,0.588,0.89,0.754,0.27699999999999997,0.183,27.3,0.16,0.452,0.43799999999999994,0.72,0.7190000000000001,0.24600000000000002,0.184,16.4,0.21,0.52,0.846,0.16699999999999998,0.48,0.762,0.259,80.0,956.0,1.15,1.13,0.609,0.635,0.96,0.7879999999999999,0.298,0.20800000000000002,29.5,0.21,0.515,0.465,0.7,0.742,0.317,0.205,12.9,0.24,0.65,0.846,0.429,0.575,0.848,0.17600000000000002,1.0
88.0,-376.0,0.95,1.01,0.515,0.568,0.85,0.7,0.272,0.171,33.0,0.2,0.446,0.41700000000000004,0.65,0.7070000000000001,0.259,0.191,15.8,0.27,0.466,0.78,0.106,0.43200000000000005,0.816,0.12,67.0,-127.0,0.98,1.02,0.568,0.591,0.9,0.7559999999999999,0.298,0.18,27.7,0.19,0.43700000000000006,0.42700000000000005,0.66,0.6579999999999999,0.27,0.18899999999999997,14.6,0.24,0.493,0.7879999999999999,0.235,0.46299999999999997,0.774,0.19399999999999998,0.0
65.0,48.0,1.01,1.04,0.57,0.581,0.91,0.748,0.322,0.192,26.5,0.3,0.462,0.408,0.68,0.73,0.275,0.221,17.9,0.3,0.385,0.68,0.15,0.6,0.769,0.038,72.0,244.0,1.04,1.05,0.547,0.598,0.9,0.7340000000000001,0.272,0.196,31.2,0.21,0.473,0.435,0.71,0.732,0.27399999999999997,0.193,13.2,0.25,0.528,0.737,0.382,0.47200000000000003,0.727,0.237,1.0
112.0,-96.0,0.99,1.03,0.51,0.5660000000000001,0.84,0.7040000000000001,0.255,0.18100000000000002,27.9,0.19,0.503,0.45399999999999996,0.75,0.737,0.309,0.195,14.8,0.29,0.473,0.755,0.254,0.5710000000000001,0.812,0.312,76.0,719.0,1.11,1.11,0.613,0.625,0.98,0.778,0.33899999999999997,0.207,39.4,0.23,0.473,0.442,0.7,0.713,0.284,0.19,18.2,0.2,0.507,0.838,0.297,0.467,0.7140000000000001,0.075,1.0
74.0,550.0,1.09,1.09,0.534,0.595,0.86,0.7140000000000001,0.27699999999999997,0.17600000000000002,31.0,0.22,0.529,0.47,0.72,0.741,0.341,0.192,17.4,0.29,0.452,0.818,0.1,0.534,0.769,0.17600000000000002,103.0,-255.0,0.97,1.01,0.563,0.584,0.9,0.752,0.3,0.188,31.9,0.18,0.431,0.385,0.67,0.7170000000000001,0.249,0.192,14.4,0.27,0.495,0.784,0.28,0.456,0.787,0.214,0.0
75.0,66.0,1.01,1.03,0.575,0.609,0.91,0.74,0.32,0.19699999999999998,33.5,0.23,0.43,0.39299999999999996,0.66,0.715,0.245,0.21,12.9,0.27,0.521,0.895,0.171,0.41100000000000003,0.667,0.233,94.0,200.0,1.02,1.05,0.57,0.589,0.92,0.75,0.312,0.193,29.2,0.18,0.496,0.434,0.7,0.745,0.304,0.21100000000000002,12.1,0.24,0.532,0.82,0.295,0.5529999999999999,0.731,0.28600000000000003,0.0
54.0,208.0,1.05,1.04,0.56,0.604,0.89,0.764,0.249,0.187,36.4,0.23,0.47600000000000003,0.408,0.64,0.737,0.297,0.212,18.1,0.32,0.556,0.9329999999999999,0.042,0.46299999999999997,0.875,0.10300000000000001,57.0,80.0,1.02,1.04,0.542,0.5760000000000001,0.92,0.7140000000000001,0.309,0.187,30.3,0.23,0.45299999999999996,0.42200000000000004,0.67,0.715,0.263,0.18600000000000003,11.8,0.24,0.564,0.8059999999999999,0.16699999999999998,0.564,0.774,0.292,1.0
78.0,911.0,1.15,1.13,0.607,0.634,0.97,0.7879999999999999,0.295,0.21,29.2,0.21,0.511,0.462,0.7,0.738,0.317,0.204,12.9,0.24,0.654,0.843,0.444,0.564,0.841,0.17600000000000002,66.0,-33.0,0.99,1.03,0.5770000000000001,0.594,0.9,0.765,0.303,0.188,28.9,0.19,0.44,0.433,0.66,0.654,0.275,0.193,13.9,0.26,0.515,0.794,0.21899999999999997,0.439,0.759,0.21600000000000003,0.0
72.0,244.0,1.04,1.05,0.547,0.598,0.9,0.7340000000000001,0.272,0.196,31.2,0.21,0.473,0.435,0.71,0.732,0.27399999999999997,0.193,13.2,0.25,0.528,0.737,0.382,0.47200000000000003,0.727,0.237,71.0,119.0,1.02,1.05,0.5379999999999999,0.578,0.86,0.736,0.268,0.168,31.8,0.19,0.491,0.414,0.74,0.7509999999999999,0.307,0.215,17.3,0.32,0.493,0.743,0.278,0.493,0.7709999999999999,0.278,1.0
65.0,48.0,1.01,1.04,0.57,0.581,0.91,0.748,0.322,0.192,26.5,0.3,0.462,0.408,0.68,0.73,0.275,0.221,17.9,0.3,0.385,0.68,0.15,0.6,0.769,0.038,68.0,-4.0,1.0,1.03,0.594,0.5820000000000001,0.95,0.7809999999999999,0.335,0.19399999999999998,27.7,0.24,0.43,0.382,0.63,0.726,0.24600000000000002,0.187,12.7,0.24,0.588,0.85,0.429,0.515,0.853,0.182,1.0
48.0,172.0,1.04,1.06,0.565,0.596,0.89,0.755,0.28600000000000003,0.182,27.8,0.16,0.45799999999999996,0.44299999999999995,0.72,0.725,0.248,0.187,16.7,0.22,0.542,0.846,0.182,0.479,0.75,0.26899999999999996,87.0,-434.0,0.94,1.01,0.51,0.564,0.84,0.6920000000000001,0.27399999999999997,0.16899999999999998,33.7,0.2,0.44299999999999995,0.414,0.65,0.7040000000000001,0.259,0.192,15.7,0.27,0.46,0.775,0.128,0.414,0.833,0.11800000000000001,0.0
92.0,205.0,1.03,1.05,0.5710000000000001,0.588,0.91,0.7509999999999999,0.315,0.192,28.9,0.19,0.5,0.43200000000000005,0.7,0.752,0.308,0.21100000000000002,12.1,0.24,0.5329999999999999,0.816,0.27899999999999997,0.5539999999999999,0.725,0.293,55.0,54.0,1.01,1.04,0.542,0.5710000000000001,0.92,0.7170000000000001,0.31,0.19,30.2,0.23,0.445,0.41700000000000004,0.67,0.705,0.26,0.18600000000000003,11.9,0.24,0.5660000000000001,0.8,0.174,0.547,0.759,0.292,0.0
73.0,662.0,1.11,1.11,0.615,0.629,0.99,0.7759999999999999,0.34299999999999997,0.209,39.8,0.23,0.469,0.439,0.68,0.708,0.28300000000000003,0.187,18.0,0.2,0.5,0.8290000000000001,0.278,0.45799999999999996,0.6970000000000001,0.077,100.0,-214.0,0.98,1.01,0.569,0.589,0.91,0.7559999999999999,0.302,0.19,32.1,0.18,0.429,0.385,0.67,0.7170000000000001,0.247,0.192,14.5,0.27,0.5,0.78,0.292,0.44,0.773,0.214,1.0
75.0,97.0,1.01,1.03,0.573,0.614,0.9,0.7390000000000001,0.312,0.195,33.9,0.23,0.435,0.39799999999999996,0.66,0.721,0.24600000000000002,0.209,13.0,0.27,0.534,0.872,0.17600000000000002,0.41100000000000003,0.7,0.256,52.0,237.0,1.05,1.05,0.568,0.61,0.9,0.7659999999999999,0.259,0.19,36.8,0.23,0.47700000000000004,0.413,0.64,0.736,0.294,0.213,18.1,0.33,0.5770000000000001,0.9329999999999999,0.045,0.462,0.87,0.107,0.0
71.0,511.0,1.09,1.08,0.535,0.595,0.86,0.715,0.27699999999999997,0.17600000000000002,30.9,0.22,0.524,0.466,0.71,0.742,0.335,0.19,17.1,0.28,0.47100000000000003,0.818,0.10800000000000001,0.529,0.757,0.182,109.0,-36.0,1.0,1.03,0.512,0.568,0.85,0.705,0.258,0.183,27.6,0.19,0.505,0.45299999999999996,0.76,0.736,0.313,0.196,14.8,0.29,0.47700000000000004,0.75,0.263,0.578,0.825,0.326,0.0
